quoteID	quoteText	subQuotationList	referringExpression
Q10	Je puis vous assurer, Monsieur, qu’il y a un magnifique clair de lune et le temps est si doux qu’il faut que je m’éloigne de votre grand feu.	['Je puis vous assurer, Monsieur, qu’il y a un magnifique clair de lune et le temps est si doux qu’il faut que je m’éloigne de votre grand feu.']	
Q11	Mais la route doit être détrempée.	['Mais la route doit être détrempée.']	
Q12	Regardez mes bottines : vous voyez ! Il n’y a pas une tache de boue.	['Regardez mes bottines : vous voyez !', 'Il n’y a pas une tache de boue.']	
Q13	C’est étonnant, car, ici, la pluie n’a cessé de tomber. J’avais même proposé de remettre le mariage.	['C’est étonnant, car, ici, la pluie n’a cessé de tomber.', 'J’avais même proposé de remettre le mariage.']	
Q14	À propos, je ne vous ai pas encore offert mes félicitations ; du reste, je me rends compte du genre de satisfaction que vous devez éprouver ! J’espère que tout s’est passé aussi bien que possible. Comment vous êtes-vous comportés ? Qui est-ce qui a versé le plus de larmes ?	['À propos, je ne vous ai pas encore offert mes félicitations ; du reste, je me rends compte du genre de satisfaction que vous devez éprouver !', 'J’espère que tout s’est passé aussi bien que possible.', 'Comment vous êtes-vous comportés ?', 'Qui est-ce qui a versé le plus de larmes ?']	
Q15	Ah ! pauvre Mademoiselle Taylor ! C’est une triste affaire.	['Ah ! pauvre Mademoiselle Taylor !', 'C’est une triste affaire.']	
Q16	Dites plutôt : pauvres M. et Mlle Woodhouse. J’ai beaucoup de considération pour vous et pour Emma, mais j’estime l’indépendance le premier des biens ! De toute façon, il vaut mieux avoir une seule personne à contenter au lieu de deux.	['Dites plutôt : pauvres M. et Mlle Woodhouse.', 'J’ai beaucoup de considération pour vous et pour Emma, mais j’estime l’indépendance le premier des biens !', 'De toute façon, il vaut mieux avoir une seule personne à contenter au lieu de deux.']	
Q17	Surtout lorsqu’une de ces personnes est un être aussi capricieux et exigeant ! Voilà votre pensée de derrière la tête, je le sais ; voilà ce que vous diriez-si mon père n’était pas là.	['Surtout lorsqu’une de ces personnes est un être aussi capricieux et exigeant !', 'Voilà votre pensée de derrière la tête, je le sais ; voilà ce que vous diriez-si mon père n’était pas là.']	dit Emma d’un ton ironique
Q18	En effet, ma chère, j’ai bien peur d’être parfois très capricieux et exigeant.	['En effet, ma chère,', 'j’ai bien peur d’être parfois très capricieux et exigeant.']	dit M. Woodhouse en soupirant
Q19	Mais, mon cher papa, vous ne supposez pas que je faisais allusion à vous ou que M. Knightley avait cette intention ? Quelle horrible idée ! Oh non ! C’est de moi qu’il s’agissait. M. Knightley aime à me taquiner.	['Mais, mon cher papa, vous ne supposez pas que je faisais allusion à vous ou que M. Knightley avait cette intention ?', 'Quelle horrible idée !', 'Oh non !', 'C’est de moi qu’il s’agissait.', 'M. Knightley aime à me taquiner.']	
Q20	Emma sait que je ne la flatte jamais. Mais en l’occurrence je ne songeais pas à la critiquer.	['Emma sait que je ne la flatte jamais.', 'Mais en l’occurrence je ne songeais pas à la critiquer.']	dit M. Knightley
Q21	Allons, je vois que vous voulez avoir des nouvelles du mariage ; je serai heureuse de vous en donner, car nous nous sommes tous comportés d’une façon charmante : pas une larme ; c’est à peine si on voyait un visage défait. Nous avions conscience que nous allions vivre à une demi-lieue les uns des autres.	['Allons,', 'je vois que vous voulez avoir des nouvelles du mariage ;', 'je serai heureuse de vous en donner,', 'car nous nous sommes tous comportés d’une façon charmante : pas une larme ;', 'c’est à peine si on voyait un visage défait.', 'Nous avions conscience que nous allions vivre à une demi-lieue les uns des autres.']	dit Emma toute disposée à ne pas insister
Q22	Ma chère Emma est si courageuse, mais en réalité, elle est très affectée.	['Ma chère Emma est si courageuse,', 'mais en réalité, elle est très affectée.']	dit M. Woodhouse
Q23	Il est impossible qu’Emma ne sente pas la perte d’une pareille compagne, répondit M. Knightley.	['Il est impossible qu’Emma ne sente pas la perte d’une pareille compagne.']	répondit M. Knightley
Q24	Et vous oubliez une cause de contentement qui m’est personnelle ; je me flatte, dit Emma d’avoir contribué à ce mariage que je prévoyais depuis quatre ans !	['Et vous oubliez une cause de contentement qui m’est personnelle ; je me flatte', 'd’avoir contribué à ce mariage que je prévoyais depuis quatre ans !']	dit Emma
Q25	M. Woodhouse répondit affectueusement :	['M. Woodhouse répondit affectueusement :']	répondit affectueusement
Q26	Ah ! ma chère, je vous en prie, ne faites plus de prédictions, car elles se réalisent toujours. J’espère aussi que vous renoncerez à préparer des mariages.	['Ah ! ma chère, je vous en prie, ne faites plus de prédictions, car elles se réalisent toujours.', 'J’espère aussi que vous renoncerez à préparer des mariages.']	
Q27	Je vous promets de ne pas m’en occuper pour mon compte, papa, mais je ne puis prendre d’engagement en ce qui concerne les autres. Il n’y a rien de plus amusant. Je me sens encouragée par ce début ! Vous ne voudriez pas, papa, que je reste sur mon succès ?	['Je vous promets de ne pas m’en occuper pour mon compte, papa, mais je ne puis prendre d’engagement en ce qui concerne les autres.', 'Il n’y a rien de plus amusant.', 'Je me sens encouragée par ce début !', 'Vous ne voudriez pas, papa, que je reste sur mon succès ?']	
Q28	Qu’entendez-vous par succès ? Un succès suppose un effort. Or, si je ne me trompe, votre rôle a consisté à vous dire, un jour de loisir : « Il me semble que ce serait une bonne fortune pour Mlle Taylor si M. Weston l’épousait. J’admets même volontiers que vous ayez formulé ce souhait à diverses reprises. Où voyez-vous là un succès ? Quel est votre mérite ? De quoi êtes-vous fière ? Vous avez deviné juste, c’est tout ce que l’on peut dire.	['Qu’entendez-vous par succès ?', 'Un succès suppose un effort.', 'Il me semble que ce serait une bonne fortune pour Mlle Taylor si M. Weston l’épousait.', 'J’admets même volontiers que vous ayez formulé ce souhait à diverses reprises.', 'Où voyez-vous là un succès ?', 'Quel est votre mérite ?', 'De quoi êtes-vous fière ?', 'Vous avez deviné juste, c’est tout ce que l’on peut dire.']	dit M. Knightley
Q29	Admettons qu’il en soit ainsi : il y a toujours du mérite à deviner juste. Quant à mon pauvre mot « succès », à propos duquel vous me querellez, je ne suis pas sûre de ne pas y avoir quelque droit. J’imagine qu’il existe un moyen terme entre n’avoir rien fait et avoir tout fait. Si je n’avais favorisé les visites de M. Weston, si je ne l’avais pas encouragé de toute manière, il se peut que les choses n’aient pas abouti malgré tout. Vous connaissez assez Hartfield pour vous en rendre compte.	['Admettons qu’il en soit ainsi : il y a toujours du mérite à deviner juste.', 'Quant à mon pauvre mot « succès », à propos duquel vous me querellez, je ne suis pas sûre de ne pas y avoir quelque droit.', 'J’imagine qu’il existe un moyen terme entre n’avoir rien fait et avoir tout fait.', 'Si je n’avais favorisé les visites de M. Weston, si je ne l’avais pas encouragé de toute manière, il se peut que les choses n’aient pas abouti malgré tout.', 'Vous connaissez assez Hartfield pour vous en rendre compte.']	
Q30	Un homme franc, loyal comme M. Weston et une femme intelligente, simple comme Mlle Taylor arrivent sans difficulté à s’entendre, s’ils en ont le désir.	['Un homme franc, loyal comme M. Weston et une femme intelligente, simple comme Mlle Taylor arrivent sans difficulté à s’entendre, s’ils en ont le désir.']	
Q31	Emma ne pense jamais à elle-même quand il s’agit de rendre service aux autres, ne vous mêlez plus de mariages : ce sont de sottes entreprises qui rompent le cercle de famille.	['Emma ne pense jamais à elle-même quand il s’agit de rendre service aux autres', 'ne vous mêlez plus de mariages : ce sont de sottes entreprises qui rompent le cercle de famille.']	intervint M. Woodhouse
Q32	Laissez-moi en négocier encore un, papa : celui de notre vicaire. Pauvre M. Elton ! Il faut que je lui trouve une femme.	['Laissez-moi en négocier encore un, papa : celui de notre vicaire.', 'Pauvre M. Elton !', 'Il faut que je lui trouve une femme.']	
Q33	M. Elton est un jeune homme accompli et j’ai beaucoup d’estime pour lui. Je vous conseille, ma chère, si vous désirez lui donner un témoignage de sympathie, de l’inviter à dîner un de ces soirs : c’est la meilleure manière de vous intéresser à lui. Je suis sûr que M. Knightley voudra bien se joindre à nous ce jour-là.	['M. Elton est un jeune homme accompli et j’ai beaucoup d’estime pour lui.', 'Je vous conseille, ma chère, si vous désirez lui donner un témoignage de sympathie, de l’inviter à dîner un de ces soirs : c’est la meilleure manière de vous intéresser à lui.', 'Je suis sûr que M. Knightley voudra bien se joindre à nous ce jour-là.']	
Q34	Avec le plus grand plaisir, répondit M. Knightley en riant, et je dois dire que je partage absolument votre opinion à ce sujet. Invitez M. Elton à dîner, Emma, ajouta-t-il, servez lui le poisson le plus rare et le poulet le plus fin, mais laissez-le choisir sa femme ! Croyez-moi ; un homme de vingt-sept ans est capable de se diriger tout seul.	['Avec le plus grand plaisir,', 'je dois dire que je partage absolument votre opinion à ce sujet.', 'Invitez M. Elton à dîner, Emma,', 'servez lui le poisson le plus rare et le poulet le plus fin,', 'laissez-le choisir sa femme !', 'Croyez-moi ; un homme de vingt-sept ans est capable de se diriger tout seul.']	répondit M. Knightley en riant, ajouta-t-il
