qId,qTextArr,qSpan,qText,speaker,addressee,qType,refExp,menTexts,menSpans,menEnts
Q57,"['Only think of our happening to meet him!--How very odd! It was quite\na chance, he said, that he had not gone round by Randalls. He did not\nthink we ever walked this road. He thought we walked towards Randalls\nmost days. He has not been able to get the Romance of the Forest yet.\nHe was so busy the last time he was at Kingston that he quite forgot it,\nbut he goes again to-morrow. So very odd we should happen to meet! Well,\nMiss Woodhouse, is he like what you expected? What do you think of him?\nDo you think him so very plain?']","[[50735, 51263]]","Only think of our happening to meet him!--How very odd! It was quite
a chance, he said, that he had not gone round by Randalls. He did not
think we ever walked this road. He thought we walked towards Randalls
most days. He has not been able to get the Romance of the Forest yet.
He was so busy the last time he was at Kingston that he quite forgot it,
but he goes again to-morrow. So very odd we should happen to meet! Well,
Miss Woodhouse, is he like what you expected? What do you think of him?
Do you think him so very plain?",Harriet Smith,['Emma'],Implicit,,"[['our', 'we', 'we', 'we', 'Miss Woodhouse', 'you', 'you', 'you']]","[[[50749, 50752], [50880, 50882], [50917, 50919], [51128, 51130], [51160, 51174], [51192, 51195], [51214, 51217], [51235, 51238]]]","[[['Emma', 'Harriet Smith'], ['Emma', 'Harriet Smith'], ['Emma', 'Harriet Smith'], ['Emma', 'Harriet Smith'], ['Emma'], ['Emma'], ['Emma'], ['Emma']]]"
Q58,"['He is very plain, undoubtedly--remarkably plain:--but that is nothing\ncompared with his entire want of gentility. I had no right to expect\nmuch, and I did not expect much; but I had no idea that he could be so\nvery clownish, so totally without air. I had imagined him, I confess, a\ndegree or two nearer gentility.']","[[51267, 51580]]","He is very plain, undoubtedly--remarkably plain:--but that is nothing
compared with his entire want of gentility. I had no right to expect
much, and I did not expect much; but I had no idea that he could be so
very clownish, so totally without air. I had imagined him, I confess, a
degree or two nearer gentility.",Emma,['Harriet Smith'],Implicit,,[[]],[[]],[[]]
Q59,"['To be sure,', 'he is not so genteel\nas real gentlemen.']","[[51584, 51595], [51634, 51673]]","To be sure, he is not so genteel
as real gentlemen.",Harriet Smith,['Emma'],Explicit,said Harriet,"[[], []]","[[], []]","[[], []]"
Q60,"['I think, Harriet, since your acquaintance with us, you have been\nrepeatedly in the company of some such very real gentlemen, that you\nmust yourself be struck with the difference in Mr. Martin. At Hartfield,\nyou have had very good specimens of well educated, well bred men. I\nshould be surprized if, after seeing them, you could be in company\nwith Mr. Martin again without perceiving him to be a very inferior\ncreature--and rather wondering at yourself for having ever thought him\nat all agreeable before. Do not you begin to feel that now? Were not\nyou struck? I am sure you must have been struck by his awkward look and\nabrupt manner, and the uncouthness of a voice which I heard to be wholly\nunmodulated as I stood here.']","[[51677, 52399]]","I think, Harriet, since your acquaintance with us, you have been
repeatedly in the company of some such very real gentlemen, that you
must yourself be struck with the difference in Mr. Martin. At Hartfield,
you have had very good specimens of well educated, well bred men. I
should be surprized if, after seeing them, you could be in company
with Mr. Martin again without perceiving him to be a very inferior
creature--and rather wondering at yourself for having ever thought him
at all agreeable before. Do not you begin to feel that now? Were not
you struck? I am sure you must have been struck by his awkward look and
abrupt manner, and the uncouthness of a voice which I heard to be wholly
unmodulated as I stood here.",Emma,['Harriet Smith'],Implicit,,"[['Harriet', 'us', 'you', 'you', 'you', 'you', 'you', 'you', 'you']]","[[[51686, 51693], [51724, 51726], [51728, 51731], [51807, 51810], [51884, 51887], [51995, 51998], [52189, 52192], [52226, 52229], [52248, 52251]]]","[[['Harriet Smith'], ['Emma', 'Mr. Woodhouse'], ['Harriet Smith'], ['Harriet Smith'], ['Harriet Smith'], ['Harriet Smith'], ['Harriet Smith'], ['Harriet Smith'], ['Harriet Smith']]]"
Q61,"['Certainly, he is not like Mr. Knightley. He has not such a fine air and\nway of walking as Mr. Knightley. I see the difference plain enough. But\nMr. Knightley is so very fine a man!']","[[52403, 52583]]","Certainly, he is not like Mr. Knightley. He has not such a fine air and
way of walking as Mr. Knightley. I see the difference plain enough. But
Mr. Knightley is so very fine a man!",Harriet Smith,['Emma'],Implicit,,"[['Mr. Knightley', 'Mr. Knightley', 'Mr. Knightley']]","[[[52429, 52442], [52493, 52506], [52547, 52560]]]","[[['Mr. Knightley'], ['Mr. Knightley'], ['Mr. Knightley']]]"
Q62,"[""Mr. Knightley's air is so remarkably good that it is not fair to\ncompare Mr. Martin with _him_. You might not see one in a hundred with\n_gentleman_ so plainly written as in Mr. Knightley. But he is not the\nonly gentleman you have been lately used to. What say you to Mr. Weston\nand Mr. Elton? Compare Mr. Martin with either of _them_. Compare their\nmanner of carrying themselves; of walking; of speaking; of being silent.\nYou must see the difference.""]","[[52587, 53037]]","Mr. Knightley's air is so remarkably good that it is not fair to
compare Mr. Martin with _him_. You might not see one in a hundred with
_gentleman_ so plainly written as in Mr. Knightley. But he is not the
only gentleman you have been lately used to. What say you to Mr. Weston
and Mr. Elton? Compare Mr. Martin with either of _them_. Compare their
manner of carrying themselves; of walking; of speaking; of being silent.
You must see the difference.",Emma,['Harriet Smith'],Implicit,,"[['Mr. Knightley', 'him', 'You', 'Mr. Knightley', 'he', 'you', 'you', 'Mr. Weston', 'Mr. Elton', 'them', 'their', 'You']]","[[[52587, 52600], [52677, 52680], [52683, 52686], [52760, 52773], [52779, 52781], [52808, 52811], [52847, 52850], [52854, 52864], [52869, 52878], [52915, 52919], [52930, 52935], [53009, 53012]]]","[[['Mr. Knightley'], ['Mr. Knightley'], ['Harriet Smith'], ['Mr. Knightley'], ['Mr. Knightley'], ['Harriet Smith'], ['Harriet Smith'], ['Mr. Weston'], ['Mr. Elton'], ['Mr. Elton', 'Mr. Weston'], ['Mr. Elton', 'Mr. Weston'], ['Harriet Smith']]]"
Q63,['Oh yes!--there is a great difference. But Mr. Weston is almost an old\nman. Mr. Weston must be between forty and fifty.'],"[[53041, 53159]]","Oh yes!--there is a great difference. But Mr. Weston is almost an old
man. Mr. Weston must be between forty and fifty.",Harriet Smith,['Emma'],Implicit,,"[['Mr. Weston', 'Mr. Weston']]","[[[53083, 53093], [53116, 53126]]]","[[['Mr. Weston'], ['Mr. Weston']]]"
Q64,"[""Which makes his good manners the more valuable. The older a person\ngrows, Harriet, the more important it is that their manners should not\nbe bad; the more glaring and disgusting any loudness, or coarseness, or\nawkwardness becomes. What is passable in youth is detestable in later\nage. Mr. Martin is now awkward and abrupt; what will he be at Mr.\nWeston's time of life?""]","[[53163, 53531]]","Which makes his good manners the more valuable. The older a person
grows, Harriet, the more important it is that their manners should not
be bad; the more glaring and disgusting any loudness, or coarseness, or
awkwardness becomes. What is passable in youth is detestable in later
age. Mr. Martin is now awkward and abrupt; what will he be at Mr.
Weston's time of life?",Emma,['Harriet Smith'],Implicit,,"[['his', 'Harriet', 'Mr.\nWeston']]","[[[53175, 53178], [53237, 53244], [53505, 53515]]]","[[['Mr. Weston'], ['Harriet Smith'], ['Mr. Weston']]]"
Q65,"['There is no saying, indeed,']","[[53535, 53562]]","There is no saying, indeed,",Harriet Smith,['Emma'],Explicit,replied Harriet,[[]],[[]],[[]]
Q66,"['But there may be pretty good guessing. He will be a completely gross,\nvulgar farmer, totally inattentive to appearances, and thinking of\nnothing but profit and loss.']","[[53599, 53764]]","But there may be pretty good guessing. He will be a completely gross,
vulgar farmer, totally inattentive to appearances, and thinking of
nothing but profit and loss.",Emma,['Harriet Smith'],Implicit,,[[]],[[]],[[]]
Q67,"['Will he, indeed? That will be very bad.']","[[53768, 53807]]","Will he, indeed? That will be very bad.",Harriet Smith,['Emma'],Implicit,,[[]],[[]],[[]]
Q68,"['How much his business engrosses him already is very plain from the\ncircumstance of his forgetting to inquire for the book you recommended.\nHe was a great deal too full of the market to think of any thing\nelse--which is just as it should be, for a thriving man. What has he to\ndo with books? And I have no doubt that he _will_ thrive, and be a very\nrich man in time--and his being illiterate and coarse need not disturb\n_us_.']","[[53811, 54235]]","How much his business engrosses him already is very plain from the
circumstance of his forgetting to inquire for the book you recommended.
He was a great deal too full of the market to think of any thing
else--which is just as it should be, for a thriving man. What has he to
do with books? And I have no doubt that he _will_ thrive, and be a very
rich man in time--and his being illiterate and coarse need not disturb
_us_.",Emma,['Harriet Smith'],Implicit,,"[['you', 'us']]","[[[53933, 53936], [54231, 54233]]]","[[['Harriet Smith'], ['Emma', 'Harriet Smith']]]"
Q69,['I wonder he did not remember the book'],"[[54239, 54276]]",I wonder he did not remember the book,Harriet Smith,['Emma'],Implicit,,[[]],[[]],[[]]
Q70,"[""In one respect, perhaps, Mr. Elton's manners are superior to Mr.\nKnightley's or Mr. Weston's. They have more gentleness. They might be\nmore safely held up as a pattern. There is an openness, a quickness,\nalmost a bluntness in Mr. Weston, which every body likes in _him_,\nbecause there is so much good-humour with it--but that would not do to\nbe copied. Neither would Mr. Knightley's downright, decided, commanding\nsort of manner, though it suits _him_ very well; his figure, and look,\nand situation in life seem to allow it; but if any young man were to set\nabout copying him, he would not be sufferable. On the contrary, I think\na young man might be very safely recommended to take Mr. Elton as a\nmodel. Mr. Elton is good-humoured, cheerful, obliging, and gentle.\nHe seems to me to be grown particularly gentle of late. I do not know\nwhether he has any design of ingratiating himself with either of us,\nHarriet, by additional softness, but it strikes me that his manners are\nsofter than they used to be. If he means any thing, it must be to please\nyou. Did not I tell you what he said of you the other day?""]","[[54472, 55579]]","In one respect, perhaps, Mr. Elton's manners are superior to Mr.
Knightley's or Mr. Weston's. They have more gentleness. They might be
more safely held up as a pattern. There is an openness, a quickness,
almost a bluntness in Mr. Weston, which every body likes in _him_,
because there is so much good-humour with it--but that would not do to
be copied. Neither would Mr. Knightley's downright, decided, commanding
sort of manner, though it suits _him_ very well; his figure, and look,
and situation in life seem to allow it; but if any young man were to set
about copying him, he would not be sufferable. On the contrary, I think
a young man might be very safely recommended to take Mr. Elton as a
model. Mr. Elton is good-humoured, cheerful, obliging, and gentle.
He seems to me to be grown particularly gentle of late. I do not know
whether he has any design of ingratiating himself with either of us,
Harriet, by additional softness, but it strikes me that his manners are
softer than they used to be. If he means any thing, it must be to please
you. Did not I tell you what he said of you the other day?",Emma,['Harriet Smith'],Anaphoric,Her next beginning was,"[['Mr. Elton', 'Mr.\nKnightley', 'Mr. Weston', 'Mr. Weston', 'him', 'Mr. Knightley', 'him', 'his', 'him', 'Mr. Elton', 'Mr. Elton', 'He', 'he', 'us', 'Harriet', 'his', 'he', 'you', 'you', 'he', 'you']]","[[[54497, 54506], [54533, 54546], [54552, 54562], [54698, 54708], [54737, 54740], [54839, 54852], [54919, 54922], [54935, 54938], [55044, 55047], [55155, 55164], [55177, 55186], [55237, 55239], [55315, 55317], [55372, 55374], [55376, 55383], [55432, 55435], [55480, 55482], [55521, 55524], [55541, 55544], [55550, 55552], [55561, 55564]]]","[[['Mr. Elton'], ['Mr. Knightley'], ['Mr. Weston'], ['Mr. Weston'], ['Mr. Weston'], ['Mr. Knightley'], ['Mr. Knightley'], ['Mr. Knightley'], ['Mr. Knightley'], ['Mr. Elton'], ['Mr. Elton'], ['Mr. Elton'], ['Mr. Elton'], ['Emma', 'Harriet Smith'], ['Harriet Smith'], ['Mr. Elton'], ['Mr. Elton'], ['Harriet Smith'], ['Harriet Smith'], ['Mr. Elton'], ['Harriet Smith']]]"
